lol,property_id,unit,tenant_id,name,status,balance_0_30_in_cents,balance_31_60_in_cents,balance_61_90_in_cents,balance_over_90_in_cents,total_owed_in_cents,housing_authority_in_cents,general_notes,court_registry_in_cents,file_date,summons_served,case_number,default_date,judgement,writ_of_possession,motion_to_strike,stipulations,twenty_four_hour_notice,three_day,rent,three_day_sign,prop_asst,legal_name,dba,address,city_state_zip,apt_no
,041,002-1011,t0022668,Drew Larson,Current,263,0,0,0,263,0,,,,,,,,,,,,2017-02-14,2015,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1011
,041,002-1103,t0017172,Dennis Gonzales,Current,233719,0,0,0,233719,0,,,,,,,,,,,,2017-02-14,2165,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1103
,041,002-1104,t0001024,Quamar Mcintosh,Current,8371,0,0,0,8371,0,,,,,,,,,,,,2017-02-14,2185,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1104
,041,002-1117,t0022093,Tate Oneil,Current,243930,0,0,0,243930,0,,,,,,,,,,,,2017-02-14,2105,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1117
,041,002-1210,t0016634,Abdul Galloway,Notice,209550,0,0,0,209550,0,,,,,,,,,,,,2017-02-14,1940,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1210
,041,002-1405,t0019700,Kieran Snow,Current,4950,0,0,0,4950,0,,,,,,,,,,,,2017-02-14,1860,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1405
,041,002-1503,t0020448,Alden Bradshaw,Notice,5679,0,0,0,5679,0,,,,,,,,,,,,2017-02-14,2145,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1503
,041,002-1505,t0057633,Graiden Watson,Current,1206,0,0,0,1206,0,,,2016-11-18,,3016-019689-tt-33,2016-12-19,,,,,,2017-02-14,1845,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1505
,041,002-1510,t0022000,Garrison Rosa,Eviction,269870,216370,0,0,486240,0,,,2017-01-25,2017-01-31,3019-001419-tt-33,2017-02-08,,,,,,2017-02-14,2010,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1510
,041,002-1605,t0016028,Rogan Peck,Current,190674,0,0,0,190674,0,,,,,,,,,,,,2017-02-14,1875,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1605
,041,002-1609,t0018467,Lucian Hobbs,Current,199199,0,0,0,199199,0,,,,,,,,,,,,2017-02-14,1775,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1609
,041,002-1612,t0001090,Judah Foreman,Current,168300,0,0,0,168300,0,,,,,,,,,,,,2017-02-14,1895,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1612
,041,002-1707,t0020608,Colorado Guthrie,Current,179152,0,0,0,179152,0,,,,,,,,,,,,2017-02-14,1780,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1707
,041,002-1717,t0021305,Blaze Sims,Current,224875,0,0,0,224875,0,,,,,,,,,,,,2017-02-14,2195,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1717
,041,002-1817,t0016804,Ivan Mcclain,Current,232100,0,0,0,232100,0,,,2016-10-21,,3016-019849-tt-33,2016-11-11,,,,,,2017-02-14,2150,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1817
,041,002-2302,t0018902,Ferris Patel,Current,330,0,0,0,330,0,,,,,,,,,,,,2017-02-14,3070,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,2302
,041,002-2303,t0018992,Honorato Castro,Current,882,0,0,0,882,0,,,,,,,,,,,,2017-02-14,2235,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,2303
,041,002-2411,t0001208,Berk Hicks,Current,167801,0,0,0,167801,0,,,,,,,,,,,,2017-02-14,2190,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,2411
,041,003-0606,t0019749,Erasmus Phelps,Current,31973,0,0,0,31973,0,,,,,,,,,,,,2017-02-14,1905,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1701
,041,003-0610,t0014745,Channing Gould,Current,216703,0,0,0,216703,0,,,2016-11-18,,3016-019696-tt-33,2016-12-07,,,,,,2017-02-14,1760,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,0614
,041,003-0615,t0020127,Rashad Cote,Current,195,0,0,0,195,0,,,,,,,,,,,,2017-02-14,1970,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,0615
,041,003-0701,t0021274,Abbot Montoya,Eviction,190728,0,0,0,190728,0,,,2017-01-25,2017-01-31,3019-001433-tt-33,,,,,2017-02-06,,2017-02-14,2065,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,0701
,041,003-0715,t0019487,James Osborn,Notice,11471,0,0,0,11471,0,,,,,,,,,,,,2017-02-14,2080,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,0715
,041,003-0803,t0001583,Michael Estrada,Current,25199,0,0,0,25199,0,,.,2017-01-25,,3019-001436-tt-33,,,,,,,2017-02-14,1965,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,0803
,041,003-0804,t0068666,Akeem Poole,Current,221540,0,0,0,221540,0,,,,,,,,,,,,2017-02-14,2055,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,0804
,041,003-0812,t0020479,Lyle Mcintosh,Current,214889,0,0,0,214889,0,,,,,,,,,,,,2017-02-14,2055,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,0812
,041,003-0909,t0017571,Brett Kerr,Current,904,0,0,0,904,0,,,,,,,,,,,,2017-02-14,1670,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,0909
,041,003-0915,t0017519,Gil Dejesus,Current,237110,0,0,0,237110,0,,,,,,,,,,,,2017-02-14,2050,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,0915
,041,003-1010,t0001313,Wade Bowen,Current,2000,0,0,0,2000,0,,,,,,,,,,,,2017-02-14,1975,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1010
,041,003-1101,t0001319,Jelani Solis,Notice,259004,0,0,0,259004,0,,,2016-11-21,,3016-019934-tt-33,,,,,,,2017-02-14,2005,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1101
,041,003-1206,t0019518,Jin Floyd,Current,20830,0,0,0,20830,0,,,,,,,,,,,,2017-02-14,2095,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1206
,041,003-1409,t0021473,Shad Cervantes,Current,181465,0,0,0,181465,0,,,,,,,,,,,,2017-02-14,1860,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1409
,041,003-1512,t0001373,Vladimir Aguilar,Current,240300,0,0,0,240300,0,,,,,,,,,,,,2017-02-14,2115,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1512
,041,003-1517,t0021183,Marvin Hurley,Current,215657,0,0,0,215657,0,,,,,,,,,,,,2017-02-14,2210,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1517
,041,003-1605,t0021389,Laith Mays,Eviction,239290,185790,0,0,425080,0,,,2017-01-25,2017-02-01,3019-001630-tt-33,2017-02-09,,,,,,2017-02-14,1885,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1605
,041,003-1709,t0021499,Ira Small,Eviction,53074,0,0,0,53074,0,,,2017-01-25,2017-01-31,3019-001439-tt-33,,,,,2017-01-30,,2017-02-14,1880,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1709
,041,003-1808,t0021675,Devin Hood,Current,228530,0,0,0,228530,0,,,,,,,,,,,,2017-02-14,2130,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1808
,041,003-1907,t0022443,Rahim Banks,Current,197340,0,0,0,197340,0,,,,,,,,,,,,2017-02-14,1900,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,1907
,041,003-2014,t0019615,Giacomo Skinner,Notice,153372,0,0,0,153372,0,,,,,,,,,,,,2017-02-14,1915,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,2014
,041,003-2103,t0017744,Tanek Lawson,Current,8000,0,0,0,8000,0,,,,,,,,,,,,2017-02-14,2155,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,2103
,041,003-2107,t0022191,Raymond Ortiz,Current,211817,0,0,0,211817,0,,,2016-11-21,,3016-019939-tt-33,2016-12-08,,,,,,2017-02-14,1910,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,2107
,041,003-2411,t0022406,Coby Beasley,Current,10813,0,0,0,10813,0,,,,,,,,,,,,2017-02-14,2225,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,2411
,041,003-2502,t0020614,Trevor Aguilar,Current,385884,0,0,0,385884,0,,,2017-01-25,,3019-001430-tt-33,,,,,,,2017-02-14,3155,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,2502
,041,003-2512,t0018330,Jonas Albert,Current,420,0,0,0,420,0,,,,,,,,,,,,2017-02-14,2225,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1900 South Bay  Drive,Sunny Isles FL 33160,2512
